BOPA_C	U35 Rice Locus	U35 Rice E-Score	U35_Rice Description
11_11350	Os09g33600	2.00E-41	"protein VAN3, putative, expressed"
12_20403	Os09g33810	1.00E-149	"protein ankyrin repeat domain-containing protein 2, putative, expressed"
12_30098	Os09g33876	1.00E-154	"protein ARIADNE-like protein ARI5, putative, expressed"
11_20018	Os03g11370	5.00E-29	"protein auxin response factor 23, putative, expressed"
11_20134	Os11g37890	0	"protein GDP-mannose 3,5-epimerase 2, putative, expressed"
11_10024	Os09g34280	1.00E-48	"protein protein binding protein, putative, expressed"
11_20549	Os12g10730	1.00E-101	"protein glutathione S-transferase, putative, expressed"
12_10844	Os06g36050	0.000000002	protein expressed protein
12_31417	Os09g34190	0	"protein acyl-coenzyme A thioesterase 9, mitochondrial precursor., putative, expressed"
11_21314	Os09g34310	4.00E-36	protein expressed protein
11_21321	Os09g34850	3.00E-56	"protein delta DNA polymerase, putative, expressed"
11_10834	Os09g34910	1.00E-113	"protein nucleolar RNA helicase 2, putative, expressed"
12_30850	Os09g35010	4.00E-57	"protein dehydration-responsive element-binding protein 1B, putative, expressed"
12_30854	Os09g35010	5.00E-11	"protein dehydration-responsive element-binding protein 1B, putative, expressed"
12_30855	Os09g35010	5.00E-11	"protein dehydration-responsive element-binding protein 1B, putative, expressed"
12_30847	Os09g35020	1.00E-68	"protein dehydration-responsive element-binding protein 1D, putative, expressed"
11_20320	Os09g35030	2.00E-81	"protein sbCBF6, putative, expressed"
12_30852	Os09g35030	2.00E-81	"protein sbCBF6, putative, expressed"
12_10077	Os11g37890	0	"protein GDP-mannose 3,5-epimerase 2, putative, expressed"
11_20795	Os09g34100	1.00E-180	"protein hydroxyacylglutathione hydrolase 2, mitochondrial precursor, putative, expressed"
11_21168	Os10g01134	0	"protein serine carboxypeptidase 1 precursor, putative, expressed"
11_21061	Os09g35630	4.00E-99	"protein protein binding protein, putative, expressed"
12_30705	Os09g35710	0	"protein SAY1, putative, expressed"
12_31236	Os09g35790	1.00E-145	"protein heat shock factor protein 7, putative, expressed"
11_20805	Os09g35810	1.00E-133	"protein NC domain containing protein, expressed"
12_10507	Os09g35970	1.00E-137	"protein 6-phosphogluconolactonase, putative, expressed"
11_11273	Os09g35880	9.00E-98	"protein salt tolerance-like protein, putative, expressed"
11_10477	Os02g32520	0	"protein ERD1 protein, chloroplast precursor, putative, expressed"
12_30056	Os09g36220	0	"protein two-component response regulator-like PRR95, putative, expressed"
12_30456	Os09g36300	0	"protein lon protease homolog 1, mitochondrial precursor, putative, expressed"
11_11341	Os05g25450	1.00E-127	"protein protein kinase, putative, expressed"
12_30619	Os09g36770	0	"protein calcium lipid binding protein-like, putative, expressed"
11_11200	Os09g37100	0	"protein phospholipase D delta, putative, expressed"
12_11245	Os09g37967	2.00E-49	"protein legumin-like protein, putative, expressed"
11_10094	Os09g38030	0	"protein UTP--glucose-1-phosphate uridylyltransferase, putative, expressed"
11_20629	Os09g38370	5.00E-91	"protein signal peptidase complex subunit 3, putative, expressed"
11_20637	Os09g38530	0	"protein transmembrane 9 superfamily protein member 4, putative, expressed"
12_11298	Os09g38550	1.00E-159	"protein protein phosphatase 2C isoform gamma, putative, expressed"
11_20127	Os09g13610	1.00E-10	"protein PFT1, putative, expressed"
12_30524	Os09g38620	0	"protein NADPH--cytochrome P450 reductase, putative, expressed"
12_31278	Os04g28620	1.00E-62	"protein male sterility protein 2, putative, expressed"
11_11507	Os09g38750	9.00E-88	protein expressed protein
11_21422	Os09g39020	1.00E-64	protein expressed protein
12_20045	Os03g46730	5.00E-31	protein expressed protein
11_11456	Os03g44820	6.00E-58	"protein glutamyl-tRNA, putative, expressed"
12_30377	Os03g44800	2.00E-43	protein expressed protein
11_11024	Os01g67134	9.00E-61	"protein 60S ribosomal protein L5-1, putative, expressed"
11_21325	Os03g43720	0	"protein synaptic vesicle 2-related protein, putative, expressed"
12_11535	Os03g43990	1.00E-115	"protein transposon protein, putative, Mutator sub-class, expressed"
12_10228	Os03g44150	0	"protein ornithine aminotransferase, putative, expressed"
11_20653	Os03g44300	0	"protein pyruvate dehydrogenase E1 component subunit beta, putative, expressed"
11_21203	Os03g44310	0	"protein translation initiation factor eIF-2B delta subunit, putative, expressed"
12_30611	Os03g44484	1.00E-43	"protein DNA-directed RNA polymerase II 135 kDa polypeptide, putative, expressed"
11_20003	Os03g44520	1.00E-47	protein expressed protein
12_30169	Os03g44540	2.00E-86	"protein nuclear transcription factor Y subunit A-10, putative, expressed"
12_30590	Os03g44560	1.00E-101	"protein expp1 protein precursor, putative, expressed"
11_10360	Os03g44620	0	"protein dnaJ protein, putative, expressed"
11_20347	Os12g42550	4.00E-16	"protein brain acid soluble protein 1, putative, expressed"
11_10805	Os03g44010	4.00E-98	protein expressed protein
11_20300	Os03g44150	0	"protein ornithine aminotransferase, putative, expressed"
11_11375	Os03g40020	3.00E-93	"protein rf1 protein, mitochondrial precursor, putative, expressed"
12_30067	Os03g43020	7.00E-61	"protein prefoldin subunit 4, putative, expressed"
11_10045	Os03g52860	0	"protein lipoxygenase 2, putative, expressed"
11_10146	Os03g53150	1.00E-102	"protein OsIAA13 - Auxin-responsive Aux/IAA gene family member, expressed"
12_11472	Os03g43684	5.00E-85	protein expressed protein
11_20298	Os03g53190	3.00E-70	"protein histone H2A variant 3, putative, expressed"
11_20259	Os03g53230	0	"protein bifunctional 3-phosphoadenosine 5-phosphosulfate synthetase, putative, expressed"
11_21247	Os03g53250	1.00E-18	"protein protein kinase domain containing protein, expressed"
11_11090	Os03g53270	1.00E-127	"protein stem-specific protein TSJT1, putative, expressed"
12_21471	Os03g53270	1.00E-127	"protein stem-specific protein TSJT1, putative, expressed"
11_21177	Os03g53310	1.00E-111	"protein suppressor/enhancer of lin-12 protein 9 precursor, putative, expressed"
11_10705	Os03g53910	1.00E-150	"protein tetratricopeptide repeat domain 4, putative, expressed"
11_20487	Os03g53980	2.00E-54	protein expressed protein
12_30883	Os03g54160	1.00E-111	"protein MADS-box transcription factor 14, putative, expressed"
11_10783	Os08g33190	2.00E-62	"protein linker histone H1 and H5 family protein, expressed"
12_30869	Os03g54084	0	"protein phytochrome C, putative, expressed"
12_30668	Os03g54100	1.00E-153	"protein calcium-activated outward-rectifying potassium channel 1, putative, expressed"
11_11080	Os03g54130	1.00E-88	"protein cysteine protease 1 precursor, putative, expressed"
11_20188	Os03g54160	1.00E-111	"protein MADS-box transcription factor 14, putative, expressed"
12_30929	Os03g54160	1.00E-111	"protein MADS-box transcription factor 14, putative, expressed"
12_30930	Os03g54160	1.00E-111	"protein MADS-box transcription factor 14, putative, expressed"
11_21241	Os03g54900	0	"protein phytosulfokine receptor precursor, putative, expressed"
12_31237	Os03g54920	1.00E-156	protein expressed protein
11_20884	Os03g55270	1.00E-144	"protein tipA protein, putative, expressed"
11_10855	Os03g55320	2.00E-93	"protein catalytic/ protein phosphatase type 2C, putative, expressed"
11_10095	Os12g25690	0	"protein UDP-glucose 6-dehydrogenase, putative, expressed"
12_30635	Os07g02350	0	"protein casein kinase II subunit alpha-2, putative, expressed"
11_21289	Os03g55630	7.00E-59	protein expressed protein
11_10845	Os03g55670	6.00E-97	protein expressed protein
11_11532	Os03g55704	9.00E-56	protein expressed protein
11_10755	Os03g55776	1.00E-11	protein expressed protein
12_31366	Os03g55776	5.00E-12	protein expressed protein
11_11071	Os03g55850	1.00E-91	"protein cold acclimation protein COR413-PM1, putative, expressed"
11_20551	Os03g56190	9.00E-37	protein expressed protein
12_30556	Os03g51600	0	"protein tubulin alpha-3 chain, putative, expressed"
11_20375	Os03g56300	1.00E-119	"protein NADH-ubiquinone oxidoreductase 23 kDa subunit, mitochondrial precursor, putative, expressed"
11_10819	Os03g56310	0	"protein cytosolic purine 5-nucleotidase, putative, expressed"
11_10658	Os11g14220	0	"protein tubulin alpha-3 chain, putative, expressed"
11_10292	Os07g04240	0	"protein succinate dehydrogenase flavoprotein subunit,mitochondrial precursor, putative, expressed"
12_31217	Os11g35400	1.00E-135	"protein acyl CoA synthetase, putative, expressed"
11_11092	Os02g13840	0	"protein citrate synthase, glyoxysomal precursor, putative, expressed"
12_30833	Os03g56790	1.00E-74	"protein actin-depolymerizing factor 6, putative, expressed"
11_20731	Os03g56900	1.00E-107	"protein seed maturation protein, putative, expressed"
12_31182	Os03g56930	5.00E-55	"protein protein app1, putative, expressed"
12_31234	Os03g56930	7.00E-52	"protein protein app1, putative, expressed"
12_20830	Os03g56970	1.00E-135	"protein ATARP7, putative, expressed"
11_20568	Os03g57690	0	"protein aldehyde oxidase 1, putative, expressed"
11_21077	Os05g02200	5.00E-96	"protein protein kinase, putative, expressed"
11_10104	Os07g33997	4.00E-57	"protein 60S ribosomal protein L44, putative, expressed"
11_10557	Os03g57290	1.00E-161	"protein cullin-4B, putative, expressed"
12_30580	Os03g57760	1.00E-117	"protein 25.3 kDa vesicle transport protein, putative, expressed"
12_30400	Os07g07240	3.00E-86	"protein ubiquitin-conjugating enzyme E2-17 kDa, putative, expressed"
11_21297	Os03g57840	2.00E-45	"protein sterol-regulatory element binding protein site 2 protease containing protein, expressed"
11_20791	Os03g57870	0	"protein replication factor C subunit 5, putative, expressed"
11_20388	Os07g07490	1.00E-179	"protein YT521-B-like family protein, expressed"
12_31165	Os01g45110	0	"protein cytokinin-O-glucosyltransferase 1, putative, expressed"
12_21462	Os03g57200	1.00E-87	"protein glutathione S-transferase parA, putative, expressed"
11_20100	Os03g57220	0	"protein hydroxyacid oxidase 1, putative, expressed"
11_11441	Os03g57420	7.00E-55	"protein ML domain protein, putative, expressed"
12_31206	Os03g57890	5.00E-71	"protein zinc finger A20 and AN1 domains-containing protein, putative, expressed"
12_30062	Os03g58040	0	"protein glutamate dehydrogenase, putative, expressed"
11_10363	Os03g58070	0	"protein hydroxyproline-rich glycoprotein, putative, expressed"
12_10904	Os03g58170	1.00E-113	"protein stem-specific protein TSJT1, putative, expressed"
12_30183	Os03g58230	8.00E-93	"protein plant-specific domain TIGR01615 family protein, expressed"
12_10333	Os07g07490	1.00E-179	"protein YT521-B-like family protein, expressed"
11_21360	Os07g07709	4.00E-80	"protein 40S ribosomal protein S18, putative, expressed"
11_10080	Os07g12650	4.00E-68	"protein 40S ribosomal protein S12, putative, expressed"
12_31050	Os11g26760	2.00E-45	"protein dehydrin Rab16C, putative, expressed"
12_31221	Os03g58240	2.00E-95	"protein ATP binding protein, putative, expressed"
12_30795	Os07g03710	2.00E-67	"protein pathogenesis-related protein PRB1-3 precursor, putative, expressed"
11_10589	Os03g38980	0	"protein lysyl-tRNA synthetase, putative, expressed"
11_21355	Os03g58340	1.00E-136	protein expressed protein
12_10016	Os03g58430	1.00E-75	"protein 40S ribosomal protein S15, putative, expressed"
11_20104	Os03g58470	2.00E-73	"protein histone H1, putative, expressed"
11_20573	Os03g58700	0	"protein vacuolar protein sorting 35, putative, expressed"
11_10217	Os10g41960	0	"protein eukaryotic translation initiation factor 3 subunit 9, putative, expressed"
12_30830	Os10g41960	0	"protein eukaryotic translation initiation factor 3 subunit 9, putative, expressed"
11_11490	Os07g08880	1.00E-100	"protein SHL1, putative, expressed"
12_20186	Os03g58620	8.00E-62	"protein small multi-drug export protein, putative, expressed"
11_11497	Os03g58790	1.00E-149	"protein ATPase 3, putative, expressed"
11_10901	Os03g58940	1.00E-52	"protein lipid binding protein, putative"
11_21041	Os01g41710	1.00E-139	"protein chlorophyll a-b binding protein 2, chloroplast precursor, putative, expressed"
11_11185	Os02g17920	1.00E-168	"protein lactoylglutathione lyase, putative, expressed"
11_10820	Os03g59040	1.00E-178	"protein squalene synthetase, putative, expressed"
12_30759	Os03g58980	6.00E-91	"protein germin-like protein subfamily T member 2 precursor, putative, expressed"
12_30238	Os03g59080	1.00E-156	"protein acyl-activating enzyme 18, putative, expressed"
11_20545	Os03g59090	4.00E-88	"protein pheophorbide a oxygenase, chloroplast precursor, putative, expressed"
12_20317	Os03g59220	8.00E-53	"protein ubiquinol-cytochrome c reductase complex 14 kDa protein, putative, expressed"
11_10536	Os03g59240	0	"protein carboxyl-terminal peptidase, putative, expressed"
11_10902	Os03g59300	4.00E-90	protein expressed protein
11_10161	Os03g59310	1.00E-149	"protein 40S ribosomal protein S2, putative, expressed"
11_10528	Os03g59320	5.00E-78	protein expressed protein
11_10741	Os03g59340	0	"protein CESA2 - cellulose synthase, expressed"
12_30165	Os03g59390	0	"protein calcium-dependent protein kinase 2, putative, expressed"
11_20078	Os03g59480	6.00E-66	protein expressed protein
11_21024	Os04g10750	0	"protein inorganic phosphate transporter 1-5, putative, expressed"
11_20324	Os06g06030	1.00E-131	"protein proteasome subunit beta type 5 precursor, putative, expressed"
11_21452	Os08g04350	8.00E-31	"protein uclacyanin-2 precursor, putative, expressed"
11_10385	Os08g44680	1.00E-94	"protein photosystem I reaction center subunit II, chloroplast precursor, putative, expressed"
11_10582	Os10g17454	5.00E-95	"protein RNA-binding protein precursor, putative, expressed"
11_20560	Os03g59360	1.00E-100	"protein remorin, putative, expressed"
11_20876	Os03g59590	0	protein expressed protein
12_30642	Os01g25386	0	"protein multidrug resistance-associated protein 4, putative, expressed"
11_10336	Os01g36950	1.00E-134	"protein N-rich protein, putative, expressed"
12_11325	Os03g59750	1.00E-155	"protein DNA gyrase subunit A, putative, expressed"
11_20646	Os03g59760	1.00E-150	"protein RING finger protein 126, putative, expressed"
12_10273	Os03g60080	1.00E-130	"protein NAC domain-containing protein 67, putative, expressed"
11_21018	Os03g60110	1.00E-146	"protein nucleic acid binding protein, putative, expressed"
12_31375	Os03g60130	1.00E-154	"protein transcription elongation factor A protein 2, putative, expressed"
11_11464	Os03g60190	1.00E-109	"protein DNA repair protein, putative, expressed"
12_30162	Os03g60370	0	"protein acid phosphatase, putative, expressed"
11_20988	Os03g60610	0	"protein CRAL/TRIO domain containing protein, expressed"
11_20934	Os03g60380	1.00E-159	"protein dihydroflavonol-4-reductase, putative, expressed"
11_20334	Os03g60530	1.00E-112	"protein ras-related protein ARA-3, putative, expressed"
11_20829	Os03g60620	0	"protein heat shock cognate 70 kDa protein 2, putative, expressed"
11_20826	Os03g60780	5.00E-97	"protein armadillo/beta-catenin-like repeat family protein, expressed"
12_30666	Os11g32260	0	"protein lysosomal alpha-mannosidase precursor, putative, expressed"
11_11216	Os01g21630	1.00E-148	"protein carboxylic ester hydrolase, putative, expressed"
12_30566	Os03g60740	1.00E-130	"protein NAD-dependent epimerase/dehydratase, putative, expressed"
11_20686	Os03g61019	8.00E-32	"protein mitochondrial import inner membrane translocase subunit Tim10, putative, expressed"
11_20546	Os03g61130	0	"protein hydrolase, acting on ester bonds, putative, expressed"
12_10769	Os03g61220	0	"protein nucleolar RNA helicase 2, putative, expressed"
12_30087	Os12g29400	1.00E-117	"protein ABA-responsive protein, putative, expressed"
