chromosome	U35 Rice Locus	start	aliases	U35_Rice Description
5	LOC_Os05g06350	15529	null	protein importin alpha-1b subunit, putative, expressed
5	LOC_Os05g08410	4996	null	protein ATP10 protein, expressed
5	LOC_Os05g06690	17686	null	protein HECT-domain family protein, expressed
5	LOC_Os05g29760	16345	null	protein ferrochelatase-2, chloroplast precursor, putative, expressed
5	LOC_Os05g32220	725	null	protein 50S ribosomal protein L1, putative, expressed
5	LOC_Os05g31770	15774	null	protein mitochondria fission 1 protein, putative, expressed
5	LOC_Os05g29990	15132	null	protein UDP-glucuronic acid decarboxylase 1, putative, expressed
5	LOC_Os05g31000	836	null	protein nascent polypeptide-associated complex alpha subunit-like protein, putative, expressed
5	LOC_Os05g30130	5170	null	protein chaperone protein dnaJ 49, putative, expressed
5	LOC_Os05g30190	8839	null	protein phytochrome A-associated F-box protein, putative, expressed
5	LOC_Os05g31140	14631	null	protein lichenase-2 precursor, putative, expressed
5	LOC_Os05g28630	16844	null	protein expressed protein
5	LOC_Os05g28190	3279	null	protein ranBP1 domain containing protein, expressed
5	LOC_Os05g28210	14798	null	protein embryonic abundant protein 1, putative, expressed
5	LOC_Os05g28480	19877	null	protein conserved hypothetical protein
5	LOC_Os05g28500	18797	null	protein expressed protein
5	LOC_Os05g33100	1223	null	protein endo-1,3;1,4-beta-D-glucanase precursor, putative, expressed
5	LOC_Os05g33610	3010	null	protein expressed protein
5	LOC_Os05g33000	3782	null	protein RING zinc finger protein, putative, expressed
5	LOC_Os05g32630	16511	null	protein peroxisomal carrier protein, putative, expressed
5	LOC_Os05g32570	5005	null	protein RING E3 ligase protein, putative, expressed
5	LOC_Os05g34830	18187	null	protein NAC domain-containing protein 48, putative, expressed
5	LOC_Os05g34700	17380	null	protein anther-specific proline-rich protein APG, putative, expressed
5	LOC_Os05g34150	16887	null	protein glutathione S-transferase GSTU6, putative, expressed
5	LOC_Os05g23860	766	null	protein rab GDP dissociation inhibitor alpha, putative, expressed
5	LOC_Os05g34550	19320	null	protein MLO-like protein 1, putative, expressed
5	LOC_Os05g34050	17774	null	protein DNA binding protein, putative, expressed
5	LOC_Os05g34680	18712	null	protein expressed protein
5	LOC_Os05g34670	5351	null	protein nucleic acid binding protein, putative, expressed
5	LOC_Os05g49840	599	null	protein triacylglycerol lipase, putative, expressed
5	LOC_Os05g35170	14840	null	protein NAC domain-containing protein 78, putative, expressed
5	LOC_Os05g11910	719	null	protein esterase precursor, putative, expressed
5	LOC_Os05g42250	1694	null	protein cyclic nucleotide-gated ion channel 2, putative, expressed
5	LOC_Os05g42190	15770	null	protein flavoprotein wrbA, putative, expressed
5	LOC_Os05g41780	15669	null	protein ethylene-responsive transcription factor 4, putative, expressed
5	LOC_Os05g41990	13849	null	protein peroxidase 1 precursor, putative, expressed
5	LOC_Os05g41930	763	null	protein gda-1, putative, expressed
5	LOC_Os05g41190	19102	null	protein expressed protein
5	LOC_Os05g41060	13916	null	protein ADP-ribosylation factor, putative, expressed
5	LOC_Os05g41440	3916	null	protein cytochrome P450 98A1, putative, expressed
5	LOC_Os05g41110	13884	null	protein 60S ribosomal protein L30, putative, expressed
5	LOC_Os05g41010	22108	null	protein oxidoreductase, putative, expressed
5	LOC_Os05g40990	17333	null	protein NADH-cytochrome b5 reductase, putative, expressed
5	LOC_Os05g40300	1170	null	protein expressed protein
5	LOC_Os05g39390	17561	null	protein outer membrane protein, OMP85 family protein, expressed
5	LOC_Os05g38710	3912	null	protein lipin, N-terminal conserved region family protein, expressed
5	LOC_Os05g39110	1707	null	protein selT-like protein precursor, putative, expressed
5	LOC_Os05g38590	5017	null	protein protein tyrosine phosphatase-like protein PTPLB, putative, expressed
5	LOC_Os05g38370	154	null	protein FK506-binding protein 4, putative, expressed
5	LOC_Os05g38520	14765	null	protein 60S ribosomal protein L36-2, putative, expressed
5	LOC_Os05g38140	3052	null	protein bHLH transcription factor, putative, expressed
5	LOC_Os05g38400	132	null	protein OsFtsH8 - Oryza sativa FtsH protease, homologue of AtFtsH3/10, expressed
5	LOC_Os05g38150	16190	null	protein delta 1-pyrroline-5-carboxylate synthetase, putative, expressed
5	LOC_Os05g38610	17780	null	protein coatomer subunit zeta-1, putative, expressed
5	LOC_Os05g38180	17015	null	protein yip1 domain family, member 2, putative, expressed
5	LOC_Os05g37390	16783	null	protein protein G10 homolog 2, putative, expressed
5	LOC_Os05g37140	2159	null	protein ferredoxin-6, chloroplast precursor, putative, expressed
5	LOC_Os05g36270	900	null	protein fructose-1,6-bisphosphatase, cytosolic, putative, expressed
5	LOC_Os05g35710	1384	null	protein expressed protein
5	LOC_Os05g35740	15974	null	protein Pi starvation-induced protein, putative, expressed
5	LOC_Os05g36190	19241	null	protein tubby-like protein, putative, expressed
5	LOC_Os05g44760	15915	null	protein hexokinase-2, putative, expressed
5	LOC_Os05g43230	18228	null	protein cysteine proteinase RD21a precursor, putative, expressed
5	LOC_Os05g35540	2823	null	protein GTPase, putative, expressed
5	LOC_Os05g44900	4210	null	protein expressed protein
5	LOC_Os05g44340	18019	null	protein heat shock protein 101, putative, expressed
5	LOC_Os05g43850	16343	null	protein tubby-related protein 1, putative, expressed
5	LOC_Os05g43780	7262	null	protein proline-rich protein precursor, putative, expressed
5	LOC_Os05g43830	2119	null	protein proline iminopeptidase, putative, expressed
5	LOC_Os05g47540	14803	null	protein phosphoethanolamine N-methyltransferase, putative, expressed
5	LOC_Os05g43570	17416	null	protein serine/threonine-protein kinase 38-like, putative, expressed
5	LOC_Os05g47540	14805	null	protein phosphoethanolamine N-methyltransferase, putative, expressed
5	LOC_Os05g47446	955	null	protein programmed cell death protein 5, putative, expressed
5	LOC_Os05g47550	14294	null	protein clathrin assembly protein, putative, expressed
5	LOC_Os05g47470	17169	null	protein VIP1 protein, putative, expressed
5	LOC_Os05g43280	17507	null	protein MATH domain containing protein, expressed
5	LOC_Os05g46460	16289	null	protein catalytic/ hydrolase, putative, expressed
5	LOC_Os05g46520	5393	null	protein polygalacturonase precursor, putative, expressed
5	LOC_Os05g46490	2782	null	protein mov34/MPN/PAD-1 family protein, expressed
5	LOC_Os05g46450	2235	null	protein fiber protein Fb11, putative, expressed
5	LOC_Os05g41172	2158	null	protein histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH1, putative, expressed
5	LOC_Os05g45910	45406	null	protein conserved hypothetical protein
5	LOC_Os05g45720	20144	null	protein glycogen synthase, putative, expressed
5	LOC_Os05g46270	3573	null	protein flap endonuclease 1a, putative, expressed
5	LOC_Os05g45310	17365	null	protein ER lumen protein retaining receptor, putative, expressed
5	LOC_Os05g47660	30571	null	protein lipid phosphate phosphatase 3, chloroplast precursor, putative, expressed
5	LOC_Os05g48070	17584	null	protein expressed protein
5	LOC_Os05g48160	6224	null	protein electron carrier/ electron transporter/ iron ion binding protein, putative, expressed
5	LOC_Os05g48422	4245	null	protein structural constituent of ribosome, putative, expressed
5	LOC_Os05g48500	18265	null	protein expressed protein
5	LOC_Os05g48620	18064	null	protein tropomyosin, putative, expressed
5	LOC_Os05g48590	4012	null	protein OsIAA19 - Auxin-responsive Aux/IAA gene family member, expressed
5	LOC_Os05g48760	16527	null	protein expressed protein
5	LOC_Os05g48630	14833	null	protein expressed protein
5	LOC_Os05g48800	15283	null	protein fiber protein Fb2, putative, expressed
5	LOC_Os05g48820	3602	null	protein DDT domain containing protein, expressed
5	LOC_Os05g48900	2770	null	protein fasciclin-like arabinogalactan protein 7 precursor, putative, expressed
5	LOC_Os05g49030	14719	null	protein 60S ribosomal protein L18a, putative, expressed
5	LOC_Os05g49030	14722	null	protein 60S ribosomal protein L18a, putative, expressed
5	LOC_Os05g48970	3618	null	protein C-terminal zinc-finger, putative, expressed
5	LOC_Os05g49060	16630	null	protein expressed protein
5	LOC_Os05g49150	17553	null	protein eukaryotic translation initiation factor 3 subunit 7, putative, expressed
5	LOC_Os05g49200	280	null	protein aspartic proteinase oryzasin-1 precursor, putative, expressed
5	LOC_Os05g49270	18679	null	protein solute carrier family 2, facilitated glucose transporter member 8, putative, expressed
5	LOC_Os05g49610	4509	null	protein expressed protein
5	LOC_Os05g49890	14667	null	protein GTP-binding nuclear protein Ran-A1, putative, expressed
5	LOC_Os05g50220	3369	null	protein peroxin Pex14, putative, expressed
5	LOC_Os05g50360	19448	null	protein anaphase-promoting complex subunit 10, putative, expressed
5	LOC_Os05g50480	17123	null	protein expressed protein
5	LOC_Os05g50840	2039	null	protein Grave disease carrier protein, putative, expressed
5	LOC_Os05g50800	4257	null	protein protein ABIL1, putative, expressed
5	LOC_Os05g50930	23125	null	protein RNA polymerase sigma factor rpoD, putative, expressed
5	LOC_Os05g51180	2103	null	protein plasminogen activator inhibitor 1 RNA-binding protein, putative, expressed
5	LOC_Os05g51450	17200	null	protein endopeptidase Clp, putative, expressed
5	LOC_Os05g51480	15898	null	protein DNA damage binding protein 1a, putative, expressed
5	LOC_Os05g51500	17154	null	protein eukaryotic translation initiation factor 5B, putative, expressed
5	LOC_Os05g51470	2728	null	protein cupin, RmlC-type, putative, expressed
5	LOC_Os05g51530	1739	null	protein vacuolar ATP synthase subunit C, putative, expressed
5	LOC_Os05g51670	1459	null	protein UDP-glucose 4-epimerase GEPI48, putative, expressed
5	LOC_Os05g51690	2567	null	protein CCT motif family protein, expressed
5	LOC_Os05g51830	14389	null	protein histone deacetylase 2b, putative, expressed
5	LOC_Os05g51700	1042	null	protein nucleoside diphosphate kinase 4, chloroplast precursor, putative, expressed
5	LOC_Os05g02070	16	null	protein metallothionein-like protein type 2, putative, expressed
5	LOC_Os05g36260	15058	null	protein soluble inorganic pyrophosphatase, putative, expressed
5	LOC_Os05g01050	15637	null	protein expressed protein
5	LOC_Os05g48810	17452	null	protein dnaJ homolog subfamily B member 5, putative, expressed
5	LOC_Os05g01210	17362	null	protein expressed protein
5	LOC_Os05g48510	17116	null	protein phenylalanyl-tRNA synthetase beta chain, putative, expressed
5	LOC_Os05g22970	907	null	protein lactoylglutathione lyase, putative, expressed
5	LOC_Os05g22940	16557	null	protein acetyl-coenzyme A carboxylase, putative, expressed
5	LOC_Os05g13940	417	null	protein early nodulin 75 protein, putative, expressed
5	LOC_Os05g47810	1794	null	protein UL36 very large tegument protein, putative, expressed
5	LOC_Os05g38040	5076	null	protein expressed protein
5	LOC_Os05g32430	6179	null	protein CPL3, putative, expressed
5	LOC_Os05g12490	3611	null	protein integral membrane protein like, putative, expressed
5	LOC_Os05g30410	4023	null	protein PHD finger-like domain-containing protein 5A, putative, expressed
5	LOC_Os05g25850	1190	null	protein superoxide dismutase, mitochondrial precursor, putative, expressed
5	LOC_Os05g08960	1646	null	protein ubiquitin-conjugating enzyme E2-17 kDa, putative, expressed
5	LOC_Os05g11780	15167	null	protein mitochondrial 2-oxoglutarate/malate carrier protein, putative, expressed
5	LOC_Os05g51620	21506	null	protein expressed protein
5	LOC_Os05g44792	15252	null	protein conserved hypothetical protein
5	LOC_Os05g44792	15252	null	protein conserved hypothetical protein
5	LOC_Os05g11140	19437	null	protein ATP binding protein, putative, expressed
5	LOC_Os05g22614	15500	null	protein expressed protein
5	LOC_Os05g46720	17852	null	protein phosphatidylinositol transfer-like protein III, putative, expressed
5	LOC_Os05g44360	21958	null	protein oligosaccharyl transferase STT3 subunit, putative, expressed
5	LOC_Os05g44050	1327	null	protein ras-related protein Rab7, putative, expressed
5	LOC_Os05g40820	15032	null	protein 60S ribosomal protein L24, putative, expressed
5	LOC_Os05g38550	14267	null	protein ubiquitin-conjugating enzyme E2 7, putative, expressed
5	LOC_Os05g33380	14099	null	protein fructose-bisphosphate aldolase cytoplasmic isozyme, putative, expressed
5	LOC_Os05g33380	14100	null	protein fructose-bisphosphate aldolase cytoplasmic isozyme, putative, expressed
5	LOC_Os05g33380	14099	null	protein fructose-bisphosphate aldolase cytoplasmic isozyme, putative, expressed
5	LOC_Os05g51070	19549	null	protein ATP binding protein, putative, expressed
5	LOC_Os05g29790	15667	null	protein papillar cell-specific pectin methylesterase-like protein, putative, expressed
5	LOC_Os05g32380	17175	null	protein triacylglycerol lipase, putative, expressed
5	LOC_Os05g23130	3355	null	protein expressed protein
5	LOC_Os05g46250	6814	null	protein expressed protein
5	LOC_Os05g02070	97	null	protein metallothionein-like protein type 2, putative, expressed
5	LOC_Os05g11320	14134	null	protein metallothionein-like protein type 3, putative, expressed
5	LOC_Os05g24550	15066	null	protein cathepsin B-like cysteine proteinase 3 precursor, putative, expressed
5	LOC_Os05g07130	15575	null	protein fructose-6-phosphate-2-kinase/fructose-2, 6-bisphosphatase, putative, expressed
5	LOC_Os05g23600	476	null	protein dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDasubunit precursor, putative,
5	LOC_Os05g14240	16370	null	protein aquaporin TIP4.1, putative, expressed
5	LOC_Os05g10330	554	null	protein HAD superfamily phosphatase containing protein
5	LOC_Os05g25640	867	null	protein trans-cinnamate 4-monooxygenase, putative, expressed
5	LOC_Os05g24970	1020	null	protein small nuclear ribonucleoprotein Sm D2, putative, expressed
5	LOC_Os05g11140	16960	null	protein ATP binding protein, putative, expressed
5	LOC_Os05g15510	16538	null	protein cellulase containing protein, expressed
5	LOC_Os05g41070	4140	null	protein bZIP transcription factor, putative, expressed
5	LOC_Os05g19370	14769	null	protein 60S ribosomal protein L15, putative, expressed
5	LOC_Os05g28090	16962	null	protein expressed protein
5	LOC_Os05g25450	18650	null	protein protein kinase, putative, expressed
5	LOC_Os05g02200	461	null	protein protein kinase, putative, expressed
5	LOC_Os05g47810	145	null	protein UL36 very large tegument protein, putative, expressed
5	LOC_Os05g29860	2562	null	protein mitochondrial carrier C12B10.09, putative, expressed
5	LOC_Os05g09580	597	null	protein expressed protein
5	LOC_Os05g25780	5918	null	protein rhodanese like protein, putative, expressed
5	LOC_Os05g08370	15793	null	protein CESA1 - cellulose synthase, expressed
5	LOC_Os05g01820	14938	null	protein cytochrome b5, putative, expressed
5	LOC_Os05g07650	15706	null	protein transmembrane 9 superfamily protein member 2 precursor, putative, expressed
5	LOC_Os05g32110	15776	null	protein COBRA-like protein 4 precursor, putative, expressed
5	LOC_Os05g05470	15784	null	protein T-complex protein 1 subunit zeta, putative, expressed
